Opponent,Home,Type,Opp_Score,WSU_Score,Diff_Score,Poss,Drive_Number,Spot,Down,Distance,Yards,Carrier,Passer,Completion,TD,FirstDown,INT
"Portland State",1,Pass,21,59,38,"Portland State",81,43,3,1,2,"Kasey Closs","Kieran McDonagh",1,0,1,0
"Portland State",1,Run,21,59,38,"Portland State",81,45,1,10,3,"Steven Long",,,0,0,
"Portland State",1,Pass,21,59,38,"Portland State",81,48,2,7,0,"Darnell Adams","Kieran McDonagh",0,0,0,0
"Portland State",1,Run,21,59,38,"Portland State",81,48,3,7,2,"Steven Long",,,0,0,
"Portland State",1,Run,21,59,38,"Portland State",81,50,4,5,6,"Steven Long",,,0,1,
"Portland State",1,Pass,21,59,38,"Portland State",81,56,1,10,0,"Cam Sommer","Kieran McDonagh",0,0,0,0
"Portland State",1,Run,21,59,38,"Portland State",81,56,2,10,13,"Steven Long",,,0,1,
"Portland State",1,Run,21,59,38,"Portland State",81,69,1,10,4,"Steven Long",,,0,0,
"Portland State",1,Pass,21,59,38,"Portland State",81,73,2,6,0,"Darnell Adams","Kieran McDonagh",0,0,0,0
"Portland State",1,Pass,21,59,38,"Portland State",81,73,3,6,12,"Kasey Closs","Kieran McDonagh",1,0,1,0
"Portland State",1,Pass,21,59,38,"Portland State",81,80,1,15,0,"Darnell Adams","Kieran McDonagh",0,0,0,0
Oregon,0,Kickoff,0,0,0,"Washington State",82,,,,15,,,,0,0,
Oregon,1,Run,0,0,0,"Washington State",82,83,1,10,3,"Jamal Morrow",,,0,0,
Oregon,0,Run,0,0,0,"Washington State",82,80,2,7,4,"Gerard Wicks",,,0,0,
Oregon,1,Pass,0,0,0,"Washington State",82,76,3,3,2,"River Cracraft","Connor Halliday",1,0,0,0
Oregon,0,Punt,0,0,0,"Washington State",82,74,4,1,5,,,,0,0,
Oregon,1,Run,0,0,0,Oregon,83,31,1,10,8,"Marcus Mariota",,,0,0,
Oregon,0,Pass,0,0,0,Oregon,83,39,2,2,6,"Devon Allen","Marcus Mariota",1,0,1,0
Oregon,1,Run,0,0,0,Oregon,83,45,1,10,-1,"Royce Freeman",,,0,0,
Oregon,1,Pass,0,0,0,Oregon,83,39,2,16,0,,"Marcus Mariota",0,0,0,0
Oregon,0,Sacked,0,0,0,Oregon,83,39,3,16,-9,,,,0,0,
Oregon,1,Punt,0,0,0,Oregon,83,30,4,25,11,,,,0,0,
Oregon,0,Pass,0,0,0,"Washington State",84,56,1,10,3,"Calvin Green","Connor Halliday",1,0,0,0
Oregon,1,Pass,0,0,0,"Washington State",84,53,2,7,17,"Vince Mayle","Connor Halliday",1,0,1,0
Oregon,0,Pass,0,0,0,"Washington State",84,36,1,10,4,"Robert Lewis","Connor Halliday",1,0,0,0
Oregon,1,Pass,0,0,0,"Washington State",84,32,2,6,14,"Jamal Morrow","Connor Halliday",1,0,1,0
Oregon,0,Pass,0,7,7,"Washington State",84,18,1,10,18,"Dom Williams","Connor Halliday",1,1,0,0
Oregon,1,Kickoff,0,7,7,Oregon,85,,,,30,,,,0,0,
Oregon,0,Pass,0,7,7,Oregon,85,36,1,10,3,"Devon Allen","Marcus Mariota",1,0,0,0
Oregon,1,Run,0,7,7,Oregon,85,39,2,7,-2,"Royce Freeman",,,0,0,
Oregon,0,Sacked,0,7,7,Oregon,85,37,3,9,-12,,,,0,0,
Oregon,1,Punt,0,7,7,Oregon,85,25,4,21,41,,,,0,0,
Oregon,0,Pass,0,7,7,"Washington State",86,66,1,10,10,"Vince Mayle","Connor Halliday",1,0,1,0
Oregon,1,Pass,0,7,7,"Washington State",86,56,1,10,0,"Rickey Galvin","Connor Halliday",0,0,0,0
Oregon,0,Pass,0,7,7,"Washington State",86,56,2,10,14,"Dom Williams","Connor Halliday",1,0,1,0
Oregon,1,Pass,0,7,7,"Washington State",86,42,1,10,14,"Rickey Galvin","Connor Halliday",1,0,1,0
Oregon,0,Run,0,7,7,"Washington State",86,28,1,10,2,"Jamal Morrow",,,0,0,
Oregon,1,Pass,0,7,7,"Washington State",86,26,2,8,9,"Vince Mayle","Connor Halliday",1,0,1,0
Oregon,0,Pass,0,7,7,"Washington State",86,17,1,10,0,,"Connor Halliday",0,0,0,0
Oregon,1,Pass,0,7,7,"Washington State",86,17,2,10,6,"Isiah Myers","Connor Halliday",1,0,0,0
Oregon,0,Pass,0,7,7,"Washington State",86,11,3,4,0,"Vince Mayle","Connor Halliday",0,0,0,0
Oregon,1,"Field Goal",0,7,7,"Washington State",86,11,4,4,0,,,,0,0,
Oregon,0,Pass,7,7,0,Oregon,87,20,1,10,80,"Devon Allen","Marcus Mariota",1,1,0,0
Oregon,1,Kickoff,7,7,0,"Washington State",88,,,,65,,,,0,0,
Oregon,0,Pass,7,7,0,"Washington State",88,75,1,10,7,"Vince Mayle","Connor Halliday",1,0,0,0
Oregon,1,Run,7,7,0,"Washington State",88,68,2,3,15,"Gerard Wicks",,,0,1,
Oregon,0,Pass,7,7,0,"Washington State",88,53,1,10,37,"River Cracraft","Connor Halliday",1,0,1,0
Oregon,1,Pass,7,7,0,"Washington State",88,16,1,10,4,"Dom Williams","Connor Halliday",1,0,0,0
Oregon,0,Run,7,7,0,"Washington State",88,12,2,6,4,"Jamal Morrow",,,0,0,
Oregon,1,Pass,7,7,0,"Washington State",88,8,3,2,0,,"Connor Halliday",0,0,0,0
Oregon,0,Pass,7,14,7,"Washington State",88,8,4,2,8,"Dom Williams","Connor Halliday",1,1,0,0
Oregon,1,Kickoff,7,14,7,Oregon,89,,,,12,,,,0,0,
Oregon,0,Pass,7,14,7,Oregon,89,14,1,10,5,"Byron Marshall","Marcus Mariota",1,0,0,0
Oregon,1,Run,7,14,7,Oregon,89,19,2,5,4,"Thomas Tyner",,,0,0,
Oregon,1,Run,7,14,7,Oregon,89,23,3,1,0,"Thomas Tyner",,,0,0,
Oregon,0,Punt,7,14,7,Oregon,89,23,4,1,33,,,,0,0,
Oregon,1,Pass,7,14,7,"Washington State",90,56,1,10,0,"River Cracraft","Connor Halliday",0,0,0,0
Oregon,0,Pass,7,14,7,"Washington State",90,56,2,10,0,"Vince Mayle","Connor Halliday",0,0,0,0
Oregon,0,Pass,7,14,7,"Washington State",90,61,3,15,0,"Isiah Myers","Connor Halliday",0,0,0,0
Oregon,1,Punt,7,14,7,"Washington State",90,61,4,15,7,,,,0,0,
Oregon,0,Run,7,14,7,Oregon,91,27,1,10,15,"Marcus Mariota",,,0,1,
Oregon,1,Pass,7,14,7,Oregon,91,42,1,10,1,"Byron Marshall","Marcus Mariota",1,0,0,0
Oregon,0,Pass,14,14,0,Oregon,91,43,2,9,57,"Keanon Lowe","Marcus Mariota",1,1,0,0
Oregon,1,Kickoff,14,14,0,"Washington State",92,,,,65,,,,0,0,
Oregon,0,Pass,14,14,0,"Washington State",92,75,1,10,11,"Gerard Wicks","Connor Halliday",1,0,1,0
Oregon,1,Pass,14,14,0,"Washington State",92,64,1,10,5,"Isiah Myers","Connor Halliday",1,0,0,0
Oregon,0,Pass,14,14,0,"Washington State",92,59,2,5,19,"Dom Williams","Connor Halliday",1,0,1,0
Oregon,1,Pass,14,14,0,"Washington State",92,40,1,10,2,"River Cracraft","Connor Halliday",1,0,0,0
Oregon,0,Pass,14,14,0,"Washington State",92,38,2,8,7,"Isiah Myers","Connor Halliday",1,0,0,0
Oregon,1,Pass,14,14,0,"Washington State",92,31,3,1,0,,"Connor Halliday",0,0,0,0
Oregon,0,Run,14,14,0,"Washington State",92,31,4,1,1,"Gerard Wicks",,,0,1,
Oregon,1,Pass,14,14,0,"Washington State",92,30,1,10,0,"Gerard Wicks","Connor Halliday",0,0,0,0
Oregon,0,Run,14,14,0,"Washington State",92,30,2,10,-1,"Jamal Morrow",,,0,0,
Oregon,1,Pass,14,14,0,"Washington State",92,31,3,11,0,"Isiah Myers","Connor Halliday",0,0,0,0
Oregon,0,Pass,14,14,0,"Washington State",92,31,4,11,0,"Isiah Myers","Connor Halliday",0,0,0,0
Oregon,1,Run,14,14,0,Oregon,93,31,1,10,41,"Marcus Mariota",,,0,1,
Oregon,0,Run,14,14,0,Oregon,93,72,1,10,15,"Byron Marshall",,,0,1,
Oregon,1,Pass,14,14,0,Oregon,93,87,1,10,0,,"Marcus Mariota",0,0,0,0
Oregon,0,Pass,21,14,-7,Oregon,93,87,2,10,13,"Devon Allen","Marcus Mariota",1,1,0,0
Oregon,1,Kickoff,21,14,-7,"Washington State",94,,,,26,,,,0,0,
Oregon,0,Pass,21,14,-7,"Washington State",94,74,1,10,2,"Rickey Galvin","Connor Halliday",1,0,0,0
Oregon,0,Pass,21,14,-7,"Washington State",94,82,2,18,0,"Isiah Myers","Connor Halliday",0,0,0,0
Oregon,1,Pass,21,14,-7,"Washington State",94,82,3,18,5,"Gerard Wicks","Connor Halliday",1,0,1,0
Oregon,0,Pass,21,14,-7,"Washington State",94,62,1,10,0,"River Cracraft","Connor Halliday",0,0,0,0
Oregon,1,Pass,21,14,-7,"Washington State",94,62,2,10,9,"Jamal Morrow","Connor Halliday",1,0,0,0
Oregon,0,Pass,21,14,-7,"Washington State",94,53,3,1,1,"Vince Mayle","Connor Halliday",1,0,1,0
Oregon,1,Pass,21,14,-7,"Washington State",94,52,1,10,22,"Rickey Galvin","Connor Halliday",1,0,1,0
Oregon,1,Run,21,14,-7,"Washington State",94,20,1,10,7,"Jamal Morrow",,,0,0,
Oregon,0,Pass,21,14,-7,"Washington State",94,13,2,3,0,,"Connor Halliday",0,0,0,0
Oregon,1,Pass,21,14,-7,"Washington State",94,13,3,3,5,"Jamal Morrow","Connor Halliday",1,0,1,0
Oregon,0,Run,21,14,-7,"Washington State",94,8,1,8,2,"Jamal Morrow",,,0,0,
Oregon,1,Pass,21,21,0,"Washington State",94,6,2,6,6,"Rickey Galvin","Connor Halliday",1,1,0,0
Oregon,0,Kickoff,21,21,0,Oregon,95,,,,65,,,,0,0,
Oregon,1,Sacked,21,21,0,Oregon,95,8,1,27,-7,,,,0,0,
Oregon,0,Run,21,21,0,Oregon,95,1,2,34,5,"Royce Freeman",,,0,0,
Oregon,0,Pass,21,21,0,Oregon,95,6,3,29,0,,"Marcus Mariota",0,0,0,0
Oregon,1,Punt,21,21,0,Oregon,95,6,4,29,-1,,,,0,0,
Oregon,0,Sacked,21,21,0,Oregon,96,40,1,10,-8,,,,0,0,
Oregon,0,Sacked,21,21,0,Oregon,96,32,2,18,-4,,,,0,0,
Oregon,1,Kickoff,21,21,0,Oregon,97,,,,65,,,,0,0,
Oregon,0,Run,21,21,0,Oregon,97,25,1,10,2,"Royce Freeman",,,0,0,
Oregon,1,Run,21,21,0,Oregon,97,27,2,8,7,"Byron Marshall",,,0,0,
Oregon,1,Pass,21,21,0,Oregon,97,29,3,6,14,"Keanon Lowe","Marcus Mariota",1,0,1,0
Oregon,0,Pass,21,21,0,Oregon,97,43,1,10,6,"Byron Marshall","Marcus Mariota",1,0,0,0
Oregon,1,Run,21,21,0,Oregon,97,49,2,4,6,"Royce Freeman",,,0,1,
Oregon,0,Pass,21,21,0,Oregon,97,55,1,10,6,"Devon Allen","Marcus Mariota",1,0,0,0
Oregon,1,Pass,21,21,0,Oregon,97,61,2,4,0,"Keanon Lowe","Marcus Mariota",1,0,0,0
Oregon,1,Pass,21,21,0,Oregon,97,61,3,4,27,"Keanon Lowe","Marcus Mariota",1,0,1,0
Oregon,0,Pass,21,21,0,Oregon,97,88,1,10,3,"Pharaoh Brown","Marcus Mariota",1,0,0,0
Oregon,1,Run,21,21,0,Oregon,97,91,2,7,1,"Royce Freeman",,,0,0,
Oregon,1,Sacked,21,21,0,Oregon,97,87,3,11,-2,,,,0,0,
Oregon,0,"Field Goal",21,21,0,Oregon,97,85,4,13,0,,,,0,0,
Oregon,1,Pass,21,21,0,"Washington State",98,80,1,10,2,"Calvin Green","Connor Halliday",1,0,0,0
Oregon,0,Pass,21,21,0,"Washington State",98,78,2,8,-2,"Isiah Myers","Connor Halliday",1,0,0,0
Oregon,0,Pass,21,21,0,"Washington State",98,65,1,10,9,"Robert Lewis","Connor Halliday",1,0,0,0
Oregon,1,Pass,21,21,0,"Washington State",98,56,2,1,3,"Jamal Morrow","Connor Halliday",1,0,1,0
Oregon,0,Pass,21,21,0,"Washington State",98,53,1,10,0,"Calvin Green","Connor Halliday",0,0,0,0
Oregon,1,Run,21,21,0,"Washington State",98,53,2,10,7,"Jamal Morrow",,,0,0,
Oregon,0,Pass,21,21,0,"Washington State",98,46,3,3,8,"Isiah Myers","Connor Halliday",1,0,1,0
Oregon,1,Pass,21,21,0,"Washington State",98,38,1,10,3,"Jamal Morrow","Connor Halliday",1,0,0,0
Oregon,0,Pass,21,21,0,Oregon,99,35,1,10,29,"Devon Allen","Marcus Mariota",1,0,1,0
Oregon,1,Run,21,21,0,Oregon,99,64,1,10,3,"Royce Freeman",,,0,0,
Oregon,1,Run,21,21,0,Oregon,99,62,2,12,2,"Royce Freeman",,,0,0,
Oregon,0,Pass,21,21,0,Oregon,99,64,3,10,0,"Devon Allen","Marcus Mariota",0,0,0,0
Oregon,1,Run,21,21,0,Oregon,99,64,4,10,28,"Marcus Mariota",,,0,1,
Oregon,0,Pass,28,21,-7,Oregon,99,92,1,8,8,"Pharaoh Brown","Marcus Mariota",1,1,0,0
Oregon,1,Kickoff,28,21,-7,"Washington State",100,,,,24,,,,0,0,
Oregon,0,Pass,28,21,-7,"Washington State",100,86,1,10,0,,"Connor Halliday",0,0,0,0
Oregon,1,Pass,28,21,-7,"Washington State",100,86,2,10,11,"River Cracraft","Connor Halliday",1,0,1,0
Oregon,0,Pass,28,21,-7,"Washington State",100,75,1,10,4,"Isiah Myers","Connor Halliday",1,0,0,0
Oregon,0,Run,28,21,-7,"Washington State",100,62,1,10,1,"Gerard Wicks",,,0,0,
Oregon,1,Pass,28,21,-7,"Washington State",100,61,2,9,-3,"Vince Mayle","Connor Halliday",1,0,0,0
Oregon,0,Pass,28,21,-7,"Washington State",100,64,3,12,24,"River Cracraft","Connor Halliday",1,0,1,0
Oregon,1,Pass,28,21,-7,"Washington State",100,40,1,10,24,"River Cracraft","Connor Halliday",1,0,1,0
Oregon,0,Run,28,21,-7,"Washington State",100,16,1,10,2,"Gerard Wicks",,,0,0,
Oregon,1,Pass,28,21,-7,"Washington State",100,14,2,8,2,"River Cracraft","Connor Halliday",1,0,0,0
Oregon,1,Pass,28,21,-7,"Washington State",100,12,3,6,0,"River Cracraft","Connor Halliday",0,0,0,0
Oregon,0,"Field Goal",28,24,-4,"Washington State",100,12,4,6,0,,,,0,0,
Oregon,1,Kickoff,28,24,-4,Oregon,101,,,,17,,,,0,0,
Oregon,0,Run,28,24,-4,Oregon,101,26,1,10,8,"Marcus Mariota",,,0,0,
Oregon,1,Run,28,24,-4,Oregon,101,34,2,2,2,"Royce Freeman",,,0,1,
Oregon,0,Run,28,24,-4,Oregon,101,36,1,10,5,"Royce Freeman",,,0,0,
Oregon,1,Run,28,24,-4,Oregon,101,41,2,5,10,"Royce Freeman",,,0,1,
Oregon,0,Run,28,24,-4,Oregon,101,51,1,10,6,"Marcus Mariota",,,0,0,
Oregon,1,Run,28,24,-4,Oregon,101,57,2,4,6,"Thomas Tyner",,,0,1,
Oregon,1,Pass,28,24,-4,Oregon,101,77,1,10,5,"Devon Allen","Marcus Mariota",1,0,0,0
Oregon,0,Run,28,24,-4,Oregon,101,82,2,5,-1,"Royce Freeman",,,0,0,
Oregon,1,Run,28,24,-4,Oregon,101,81,3,6,2,"Royce Freeman",,,0,0,
Oregon,0,"Field Goal",31,24,-7,Oregon,101,83,4,4,0,,,,0,0,
Oregon,1,Kickoff,31,24,-7,"Washington State",102,,,,65,,,,0,0,
Oregon,0,Pass,31,24,-7,"Washington State",102,75,1,10,45,"Jamal Morrow","Connor Halliday",1,0,1,0
Oregon,1,Pass,31,24,-7,"Washington State",102,30,1,10,0,"Vince Mayle","Connor Halliday",0,0,0,0
Oregon,0,Run,31,24,-7,"Washington State",102,30,2,10,9,"Gerard Wicks",,,0,0,
Oregon,1,Run,31,24,-7,"Washington State",102,21,3,1,4,"Gerard Wicks",,,0,1,
Oregon,0,Run,31,24,-7,"Washington State",102,17,1,10,12,"Jamal Morrow",,,0,1,
Oregon,1,Pass,31,31,0,"Washington State",102,5,1,5,5,"River Cracraft","Connor Halliday",1,1,0,0
Oregon,0,Kickoff,31,31,0,Oregon,103,,,,21,,,,0,0,
Oregon,1,Run,31,31,0,Oregon,103,21,1,10,3,"Royce Freeman",,,0,0,
Oregon,0,Run,31,31,0,Oregon,103,24,2,7,18,"Royce Freeman",,,0,1,
Oregon,1,Sacked,31,31,0,Oregon,103,42,1,10,-6,,,,0,0,
Oregon,0,Pass,31,31,0,Oregon,103,64,2,16,18,"Byron Marshall","Marcus Mariota",1,0,1,0
Oregon,1,Run,31,31,0,Oregon,103,69,1,10,7,"Thomas Tyner",,,0,0,
Oregon,0,Pass,31,31,0,Oregon,103,76,2,3,-2,"Byron Marshall","Marcus Mariota",1,0,0,0
Oregon,1,Pass,31,31,0,Oregon,103,74,3,5,17,"Byron Marshall","Marcus Mariota",1,0,1,0
Oregon,0,Run,31,31,0,Oregon,103,91,1,9,3,"Thomas Tyner",,,0,0,
Oregon,1,Pass,38,31,-7,Oregon,103,94,2,6,6,"Keanon Lowe","Marcus Mariota",1,1,0,0
Oregon,0,Kickoff,38,31,-7,"Washington State",104,,,,65,,,,0,0,
Oregon,1,Pass,38,31,-7,"Washington State",104,75,1,10,6,"Rickey Galvin","Connor Halliday",1,0,0,0
Oregon,0,Pass,38,31,-7,"Washington State",104,69,2,4,34,"Vince Mayle","Connor Halliday",1,0,1,0
Oregon,1,Run,38,31,-7,"Washington State",104,35,1,10,-3,"Jamal Morrow",,,0,0,
Oregon,0,Pass,38,31,-7,"Washington State",104,38,2,13,0,"River Cracraft","Connor Halliday",0,0,0,0
Oregon,1,Pass,38,31,-7,"Washington State",104,38,3,13,0,"Isiah Myers","Connor Halliday",0,0,0,0
Oregon,0,Sacked,38,31,-7,"Washington State",104,38,4,13,-6,,,,0,0,
Oregon,1,Run,38,31,-7,Oregon,105,44,1,10,4,"Royce Freeman",,,0,0,
Oregon,0,Run,38,31,-7,Oregon,105,48,2,6,5,"Royce Freeman",,,0,0,
Oregon,1,Pass,38,31,-7,Oregon,105,53,3,1,27,"Pharaoh Brown","Marcus Mariota",1,0,1,0
Oregon,0,Run,38,31,-7,Oregon,105,80,1,10,0,"Royce Freeman",,,0,0,
Oregon,0,Run,38,31,-7,Oregon,105,80,2,10,5,"Royce Freeman",,,0,0,
Oregon,0,Run,38,31,-7,Oregon,105,85,3,5,6,"Royce Freeman",,,0,1,
Oregon,1,Run,38,31,-7,Oregon,105,91,1,9,-2,TEAM,,,0,0,
Oregon,0,Run,38,31,-7,Oregon,105,89,2,11,-1,TEAM,,,0,0,
Utah,0,Kickoff,0,0,0,"Washington State",106,,,,65,,,,0,0,
Utah,0,Run,0,0,0,"Washington State",106,75,1,10,11,"Jamal Morrow",,,0,1,
Utah,0,Pass,0,0,0,"Washington State",106,64,1,10,-1,"Vince Mayle","Connor Halliday",1,0,0,0
Utah,0,Pass,0,0,0,"Washington State",106,65,2,11,0,"Vince Mayle","Connor Halliday",0,0,0,0
Utah,0,Sacked,0,0,0,"Washington State",106,65,3,11,-7,,,,0,0,
Utah,0,Punt,0,0,0,"Washington State",106,72,4,18,32,,,,0,0,
Utah,0,Pass,0,0,0,Utah,107,40,1,10,12,"Kaelin Clay","Travis Wilson",1,0,1,0
Utah,0,Pass,0,0,0,Utah,107,52,1,10,0,,"Travis Wilson",0,0,0,0
Utah,0,Pass,0,0,0,Utah,107,52,2,10,0,,"Travis Wilson",0,0,0,0
Utah,0,Pass,0,0,0,Utah,107,52,3,10,12,"Kaelin Clay","Travis Wilson",1,0,1,0
Utah,0,Run,0,0,0,Utah,107,64,1,10,7,"Bubba Poole",,,0,0,
Utah,0,Run,0,0,0,Utah,107,71,2,3,2,"Bubba Poole",,,0,0,
Utah,0,Run,0,0,0,Utah,107,73,3,1,1,"Bubba Poole",,,0,1,
Utah,0,Sacked,0,0,0,Utah,107,59,1,10,-9,,,,0,0,
Utah,0,Run,0,0,0,Utah,107,50,2,19,-2,"Bubba Poole",,,0,0,
Utah,0,Pass,0,0,0,Utah,107,48,3,21,0,"Bubba Poole","Travis Wilson",0,0,0,0
Utah,0,Punt,0,0,0,Utah,107,48,4,21,47,,,,0,0,
Utah,0,Pass,7,0,-7,"Washington State",108,95,1,10,11,,"Connor Halliday",0,1,0,1
Utah,0,Kickoff,7,0,-7,"Washington State",109,,,,65,,,,0,0,
Utah,0,Pass,7,0,-7,"Washington State",109,75,1,10,0,,"Connor Halliday",0,0,0,0
Utah,0,Pass,7,0,-7,"Washington State",109,75,2,10,1,"Vince Mayle","Connor Halliday",1,0,0,0
Utah,0,Pass,7,0,-7,"Washington State",109,74,3,9,0,,"Connor Halliday",0,0,0,0
Utah,0,Punt,14,0,-14,"Washington State",109,74,4,9,58,,,,1,0,
Utah,0,Kickoff,14,0,-14,"Washington State",110,,,,65,,,,0,0,
Utah,0,Pass,14,0,-14,"Washington State",110,75,1,10,7,"Dom Williams","Connor Halliday",1,0,0,0
Utah,0,Pass,14,0,-14,"Washington State",110,68,2,3,6,"River Cracraft","Connor Halliday",1,0,1,0
Utah,0,Pass,14,0,-14,"Washington State",110,62,1,10,-3,"Robert Lewis","Connor Halliday",1,0,0,0
Utah,0,Pass,14,0,-14,"Washington State",110,65,2,13,5,"Vince Mayle","Connor Halliday",1,0,0,0
Utah,0,Pass,14,0,-14,"Washington State",110,70,3,18,0,"Vince Mayle","Connor Halliday",0,0,0,0
Utah,0,Punt,14,0,-14,"Washington State",110,70,4,18,52,,,,0,0,
Utah,0,Pass,14,0,-14,Utah,111,18,1,10,6,"Westlee Tonga","Travis Wilson",1,0,0,0
Utah,0,Run,21,0,-21,Utah,111,24,2,4,76,"Devontae Booker",,,1,0,
Utah,0,Kickoff,21,0,-21,"Washington State",112,,,,25,,,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",112,73,1,10,8,"Rickey Galvin","Connor Halliday",1,0,0,0
Utah,0,Run,21,0,-21,"Washington State",112,65,2,2,1,"Theron West",,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",112,64,3,1,8,"Isiah Myers","Connor Halliday",1,0,1,0
Utah,0,Run,21,0,-21,"Washington State",112,48,1,10,9,"Gerard Wicks",,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",112,39,2,1,0,"Gerard Wicks","Connor Halliday",0,0,0,0
Utah,0,Run,21,0,-21,"Washington State",112,39,3,1,24,"Gerard Wicks",,,0,1,
Utah,0,Pass,21,0,-21,"Washington State",112,15,1,10,0,"Vince Mayle","Connor Halliday",0,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",112,15,2,10,0,"Isiah Myers","Connor Halliday",0,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",112,15,3,10,5,"Isiah Myers","Connor Halliday",1,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",112,10,4,5,4,"Rickey Galvin","Connor Halliday",1,0,0,0
Utah,0,Run,21,0,-21,Utah,113,6,1,10,5,"Devontae Booker",,,0,0,
Utah,0,Run,21,0,-21,Utah,113,11,2,5,7,"Devontae Booker",,,0,1,
Utah,0,Run,21,0,-21,Utah,113,18,1,10,3,"Devontae Booker",,,0,0,
Utah,0,Pass,21,0,-21,Utah,113,21,2,7,0,"Kaelin Clay","Travis Wilson",0,0,0,0
Utah,0,Pass,21,0,-21,Utah,113,21,3,7,5,"Westlee Tonga","Travis Wilson",1,0,0,0
Utah,0,Punt,21,0,-21,Utah,113,26,4,2,14,,,,0,0,
Utah,0,Run,21,0,-21,"Washington State",114,65,1,10,6,"Jamal Morrow",,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",114,59,2,4,9,"Jamal Morrow","Connor Halliday",1,0,1,0
Utah,0,Pass,21,0,-21,"Washington State",114,35,1,10,0,"Vince Mayle","Connor Halliday",0,0,0,0
Utah,0,Sacked,21,0,-21,"Washington State",114,35,2,10,-4,,,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",114,39,3,14,0,"Jamal Morrow","Connor Halliday",0,0,0,0
Utah,0,Punt,21,0,-21,"Washington State",114,39,4,14,29,,,,0,0,
Utah,0,Pass,21,0,-21,Utah,115,10,1,10,0,,"Travis Wilson",0,0,0,0
Utah,0,Run,21,0,-21,Utah,115,10,2,10,1,"Bubba Poole",,,0,0,
Utah,0,Pass,21,0,-21,Utah,115,11,3,9,0,,"Travis Wilson",0,0,0,0
Utah,0,Punt,21,0,-21,Utah,115,11,4,9,44,,,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",116,55,1,10,0,"Isiah Myers","Connor Halliday",0,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",116,55,2,10,0,"Gerard Wicks","Connor Halliday",0,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",116,55,3,10,0,"Jamal Morrow","Connor Halliday",0,0,0,0
Utah,0,Punt,21,0,-21,"Washington State",116,55,4,10,8,,,,0,0,
Utah,0,Run,21,0,-21,Utah,117,20,1,10,-2,"Kaelin Clay",,,0,0,
Utah,0,Pass,21,0,-21,Utah,117,18,2,12,0,"Kaelin Clay","Travis Wilson",0,0,0,0
Utah,0,Pass,21,0,-21,Utah,117,18,3,12,0,,"Travis Wilson",0,0,0,0
Utah,0,Punt,21,0,-21,Utah,117,18,4,12,53,,,,0,0,
Utah,0,Run,21,0,-21,"Washington State",118,71,1,10,2,"Gerard Wicks",,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",118,69,2,8,0,"Vince Mayle","Connor Halliday",0,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",118,69,3,8,11,"River Cracraft","Connor Halliday",1,0,1,0
Utah,0,Pass,21,0,-21,"Washington State",118,58,1,10,6,"Gerard Wicks","Connor Halliday",1,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",118,52,2,4,0,"Rickey Galvin","Connor Halliday",0,0,0,0
Utah,0,Pass,21,0,-21,"Washington State",118,52,3,4,16,"River Cracraft","Connor Halliday",1,0,1,0
Utah,0,Run,21,0,-21,"Washington State",118,36,1,10,6,"Gerard Wicks",,,0,0,
Utah,0,Pass,21,0,-21,"Washington State",118,30,2,4,0,"Isiah Myers","Connor Halliday",0,0,0,0
Utah,0,Run,21,0,-21,"Washington State",118,30,3,4,-5,"Gerard Wicks",,,0,0,
Utah,0,Pass,21,7,-14,"Washington State",118,35,4,9,35,"Dom Williams","Connor Halliday",1,1,0,0
Utah,0,Kickoff,21,7,-14,Utah,119,,,,14,,,,0,0,
Utah,0,Run,21,7,-14,Utah,119,14,1,10,4,"Devontae Booker",,,0,0,
Utah,0,Run,21,7,-14,Utah,119,18,2,6,2,"Devontae Booker",,,0,0,
Utah,0,Pass,21,7,-14,Utah,119,20,3,4,6,"Kaelin Clay","Travis Wilson",1,0,1,0
Utah,0,Run,21,7,-14,Utah,119,26,1,10,10,"Devontae Booker",,,0,1,
Utah,0,Run,21,7,-14,Utah,119,36,1,10,6,"Devontae Booker",,,0,0,
Utah,0,Run,21,7,-14,Utah,119,42,2,4,8,"Devontae Booker",,,0,1,
Utah,0,Pass,21,7,-14,Utah,119,50,1,10,9,"Kenneth Scott","Travis Wilson",1,0,0,0
Utah,0,Run,21,7,-14,Utah,119,59,2,1,10,"Devontae Booker",,,0,1,
Utah,0,Run,21,7,-14,Utah,119,69,1,10,0,"Devontae Booker",,,0,0,
Utah,0,Pass,21,7,-14,Utah,119,54,2,25,0,"Westlee Tonga","Travis Wilson",0,0,0,0
Utah,0,Pass,21,7,-14,Utah,119,54,3,25,17,"Tim Patrick","Travis Wilson",1,0,0,0
